code,type,neighborhood,rent_value,condominium_value,property_tax,bedrooms,suites,bathrooms,parking_spaces,private_area,furnished,amenities,latitude,longitude
3988,APARTMENT,Perdizes,4500,2150,784,3,3,1,3,123,False,"['SPA', 'PAY_PER_USE_SERVICES']",-23.536513,-46.674865
3989,APARTMENT,Vila Anglo Brasileira,2200,1040,230,3,0,3,1,80,False,"['POOL', 'SERVICE_AREA', 'PARTY_HALL', 'HOME_OFFICE']",-23.529118,-46.69093
3996,APARTMENT,Perdizes,2300,822,150,2,-,2,1,70,False,"['POOL', 'GYM', 'GATED_COMMUNITY', 'GARDEN', 'PARTY_HALL']",-23.540668,-46.670422
3997,APARTMENT,Vila Pompéia,3000,531,53,2,1,2,1,50,False,[],-23.529554,-46.688646
4001,APARTMENT,Vila Pompéia,4400,1151,521,3,1,3,2,105,False,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'DEPOSIT', 'INTERCOM']",-23.530094,-46.687399
4005,APARTMENT,Pinheiros,3200,900,232,2,-,1,1,75,False,[],-23.557241,-46.674267
4010,APARTMENT,Perdizes,1800,160,100,2,0,1,0,60,False,['GATED_COMMUNITY'],-23.539962,-46.677767
4013,APARTMENT,Pinheiros,4500,805,275,2,0,2,1,60,False,"['POOL', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY']",-23.566859,-46.691003
4014,APARTMENT,Perdizes,2900,1481,193,2,0,1,1,80,False,['KITCHEN'],-23.534807,-46.671774
4017,APARTMENT,Pinheiros,4700,1280,485,2,-,1,2,90,False,[],-23.554558,-46.674226
4023,APARTMENT,Santa Cecília,3500,2201,565,3,0,2,1,186,False,"['ELEVATOR', 'INTERCOM']",-23.551466,-46.66087
4024,APARTMENT,Higienópolis,3990,1116,56,3,1,2,1,150,False,['SERVICE_AREA'],-23.544988,-46.653456
4025,APARTMENT,Santa Cecília,4985,3000,1990,3,1,2,2,220,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'CLOSET']",-23.542545,-46.663815
4030,APARTMENT,Perdizes,2100,1244,228,2,0,1,2,118,False,"['ELEVATOR', 'GATED_COMMUNITY', 'SERVICE_AREA', 'SECURITY_24_HOURS']",-23.530841,-46.68424
4031,APARTMENT,Perdizes,4000,1935,638,4,1,5,2,140,False,"['POOL', 'BALCONY', 'GYM', 'BARBECUE_GRILL', 'KITCHEN']",-23.538953,-46.682175
4035,APARTMENT,Liberdade,2550,650,100,3,-,1,1,90,False,"['ELEVATOR', 'KITCHEN', 'SERVICE_AREA', 'PARTY_HALL']",-23.559917,-46.631259
4036,APARTMENT,Pinheiros,2400,966,50,2,0,2,1,80,False,"['ELEVATOR', 'GATED_COMMUNITY']",-23.564481,-46.685696
4037,APARTMENT,Higienópolis,4500,1600,280,3,1,1,1,160,False,"['POOL', 'GYM', 'ELEVATOR', 'GARDEN', 'PLAYGROUND']",-23.548636,-46.657978
4040,APARTMENT,Perdizes,1800,1350,251,3,0,1,1,92,False,"['ELEVATOR', 'KITCHEN', 'SERVICE_AREA']",-23.534441,-46.665779
4041,APARTMENT,Pinheiros,3000,935,54,3,0,1,1,80,False,['ELEVATOR'],-23.562497,-46.687041
4042,APARTMENT,Liberdade,1200,389,53,2,-,1,-,43,False,"['ELEVATOR', 'PETS_ALLOWED']",-23.567169,-46.636053
4046,APARTMENT,Liberdade,3950,1400,57,3,1,3,1,110,False,[],-23.565261,-46.641569
4049,APARTMENT,Perdizes,2600,664,60,2,0,1,1,54,False,"['KITCHEN', 'GATED_COMMUNITY', 'SERVICE_AREA', 'TENNIS_COURT']",-23.534133,-46.685511
4051,APARTMENT,Higienópolis,3550,930,180,3,1,3,1,100,False,"['GYM', 'BARBECUE_GRILL', 'ELEVATOR', 'PETS_ALLOWED', 'GARDEN']",-23.548102,-46.654299
4055,APARTMENT,Perdizes,2800,972,200,3,1,2,1,83,False,['BACKYARD'],-23.540334,-46.679911
4056,APARTMENT,Perdizes,2400,703,52,2,-,3,1,80,False,[],-23.542627,-46.674041
4058,APARTMENT,Vila Pompéia,3500,1300,157,2,2,3,2,82,False,"['POOL', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR', 'GOURMET_SPACE']",-23.53751,-46.687756
4062,APARTMENT,Higienópolis,2500,1691,225,2,0,1,0,110,False,"['ELEVATOR', 'GATED_COMMUNITY', 'SERVICE_AREA']",-23.542408,-46.66231
4065,APARTMENT,Vila Anglo Brasileira,2900,960,219,3,1,1,2,82,False,"['POOL', 'BARBECUE_GRILL', 'SPORTS_COURT']",-23.541639,-46.694339
4066,APARTMENT,Perdizes,2500,1000,40,3,0,2,2,105,False,[],-23.533842,-46.681676
4070,APARTMENT,Pinheiros,3900,600,1900,3,3,3,2,130,False,"['BALCONY', 'GYM', 'BARBECUE_GRILL', 'AIR_CONDITIONING', 'ELEVATOR']",-23.55913,-46.689437
4071,APARTMENT,Perdizes,1900,668,156,2,-,1,1,60,False,"['ELEVATOR', 'SERVICE_AREA', 'GARDEN', 'PLAYGROUND', 'FIREPLACE']",-23.533842,-46.681676
4078,APARTMENT,Perdizes,2800,780,55,3,0,1,1,128,False,"['GYM', 'BARBECUE_GRILL', 'PARTY_HALL']",-23.533887,-46.686061
4080,APARTMENT,Perdizes,3860,1100,185,2,1,2,1,90,False,['SERVICE_AREA'],-23.536157,-46.683167
4083,APARTMENT,Vila Pompéia,2200,632,120,2,0,2,1,56,True,"['FURNISHED', 'ELEVATOR', 'KITCHEN', 'PLAYGROUND', 'PARTY_HALL']",-23.530064,-46.68643
4087,APARTMENT,Perdizes,4000,1149,141,3,0,1,2,127,False,[],-23.536289,-46.677989
4088,APARTMENT,Jardim das Bandeiras,4000,980,45,2,0,1,1,105,False,"['ELEVATOR', 'PLAYGROUND', 'PARTY_HALL']",-23.554301,-46.685437
4089,APARTMENT,Morada do Sol,3300,880,190,3,-,2,2,70,False,"['BALCONY', 'GYM', 'ELEVATOR', 'GARDEN', 'PLAYGROUND']",-23.534185,-46.690926
4091,APARTMENT,Santa Cecília,2900,820,278,2,0,3,1,74,False,[],-23.539911,-46.657099
4095,APARTMENT,Pinheiros,3600,1645,114,3,1,1,1,101,False,"['ELEVATOR', 'KITCHEN', 'GATED_COMMUNITY', 'SERVICE_AREA', 'SECURITY_24_HOURS']",-23.553449,-46.673923
4101,APARTMENT,Perdizes,3500,1004,289,3,1,3,1,130,False,[],-23.542627,-46.674041
4102,APARTMENT,Vila Pompéia,3550,,117,3,1,2,1,84,False,"['ELEVATOR', 'PARTY_HALL', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.529293,-46.687298
4107,APARTMENT,Pinheiros,4500,1600,350,2,2,4,2,130,False,"['POOL', 'BALCONY', 'ELEVATOR', 'INTERCOM', 'SAUNA']",-23.55733,-46.678631
4108,APARTMENT,Perdizes,2000,668,150,2,0,2,1,58,False,"['ELEVATOR', 'SERVICE_AREA', 'SPORTS_COURT', 'INTERCOM']",-23.536997,-46.683493
4109,APARTMENT,Vila Pompéia,2850,660,123,2,1,2,1,50,True,"['FURNISHED', 'POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'PLAYGROUND']",-23.52904,-46.687864
4111,APARTMENT,Perdizes,4000,1798,486,3,1,4,2,130,False,"['POOL', 'BALCONY', 'GYM', 'BARBECUE_GRILL', 'GARAGE']",-23.535844,-46.676695
4115,APARTMENT,Pinheiros,4100,1849,607,3,1,3,2,130,False,[],-23.557799,-46.69025
4116,APARTMENT,Vila Anglo Brasileira,2700,750,100,2,1,2,1,58,False,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'PLAYGROUND', 'PARTY_HALL']",-23.530263,-46.691565
4118,APARTMENT,Perdizes,2150,1135,235,2,0,2,1,80,False,"['ELEVATOR', 'GATED_COMMUNITY', 'SERVICE_AREA', 'GARDEN', 'PLAYGROUND']",-23.535651,-46.668706
4119,APARTMENT,Pinheiros,4470,923,184,2,0,1,1,45,True,"['FURNISHED', 'SERVICE_AREA', 'PARTY_HALL', 'ADULT_GAME_ROOM']",-23.562263,-46.684141
4123,APARTMENT,Vila Anglo Brasileira,2790,825,179,2,1,3,1,80,False,"['ELEVATOR', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'BUILTIN_WARDROBE']",-23.530798,-46.69098
4124,APARTMENT,Liberdade,3200,503,175,2,1,1,1,61,False,"['KITCHEN', 'GATED_COMMUNITY', 'SERVICE_AREA', 'SECURITY_24_HOURS']",-23.564547,-46.63969
4127,APARTMENT,Pinheiros,4000,850,220,2,0,2,1,80,False,['RECEPTION'],-23.555095,-46.675719
4129,APARTMENT,Pinheiros,4500,1849,607,3,1,3,2,130,False,[],-23.557799,-46.69025
4130,APARTMENT,Vila Pompéia,2884,1007,,2,1,2,1,60,False,"['AIR_CONDITIONING', 'ELEVATOR']",-23.528085,-46.683803
4131,APARTMENT,Sumaré,3800,1326,426,3,1,1,2,160,False,"['GATED_COMMUNITY', 'SERVICE_AREA']",-23.538379,-46.668595
4139,APARTMENT,Liberdade,370000,572,117,2,-,1,1,60,False,"['BARBECUE_GRILL', 'GYM', 'ELEVATOR', 'GATED_COMMUNITY', 'PETS_ALLOWED']",-23.55941,-46.632002
4141,APARTMENT,Perdizes,5000,2533,687,3,1,3,2,185,False,"['POOL', 'SERVICE_AREA', 'KITCHEN_CABINETS', 'INTERCOM', 'COPA']",-23.539105,-46.668132
4145,APARTMENT,Vila Pompéia,2500,1100,12000,2,1,2,1,100,False,[],-23.528262,-46.681693
4146,APARTMENT,Perdizes,615000,1280,245,3,0,2,1,106,False,"['ELEVATOR', 'SERVICE_AREA', 'INTERCOM', 'RECEPTION']",-23.534441,-46.665779
4148,APARTMENT,Perdizes,4800,636,160,2,1,2,1,70,False,[],-23.537952,-46.67931
4149,APARTMENT,Perdizes,2800,1299,256,2,-,2,2,77,False,"['ELEVATOR', 'SERVICE_AREA', 'GARDEN', 'PARTY_HALL', 'INTERCOM']",-23.540132,-46.679511
4151,APARTMENT,Vila Madalena,1950,974,,2,0,1,1,68,True,"['FURNISHED', 'ELEVATOR', 'PARTY_HALL', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.541626,-46.700306
4154,APARTMENT,Pinheiros,3700,1390,252,2,1,2,2,75,False,"['ELEVATOR', 'PARTY_HALL']",-23.563956,-46.680807
4155,APARTMENT,Jardim Vera Cruz,1800,170,85,2,0,1,0,85,False,['PETS_ALLOWED'],-23.538603,-46.692094
4156,APARTMENT,Vila Pompéia,2800,965,161,3,1,2,1,60,False,[],-23.529554,-46.688646
4158,APARTMENT,Sumarezinho,2000,350,,2,0,1,1,50,False,"['ELEVATOR', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.546287,-46.690808
4160,APARTMENT,Pinheiros,2300,600,2,2,-,1,-,70,False,[],-23.56138,-46.687624
4163,APARTMENT,Perdizes,3500,1005,0,3,1,2,2,120,False,[],-23.543166,-46.673022
4164,APARTMENT,Pinheiros,5000,2683,838,3,1,2,2,145,False,"['BARBECUE_GRILL', 'RECEPTION']",-23.557799,-46.69025
4165,APARTMENT,Vila Madalena,4000,1150,146,2,2,3,1,87,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT', 'BUILTIN_WARDROBE']",-23.55163,-46.698362
4167,APARTMENT,Perdizes,3300,1129,240,2,2,3,2,70,False,"['POOL', 'BALCONY', 'BARBECUE_GRILL', 'SERVICE_AREA', 'KITCHEN_CABINETS']",-23.532724,-46.684407
4168,APARTMENT,Higienópolis,4000,2324,612,2,0,2,1,140,False,"['ELEVATOR', 'GATED_COMMUNITY', 'GARDEN']",-23.543324,-46.656889
4172,APARTMENT,Perdizes,2200,700,100,2,0,2,0,70,False,[],-23.534261,-46.680716
4177,APARTMENT,Pinheiros,2500,550,295,3,0,2,0,100,False,"['KITCHEN', 'SERVICE_AREA', 'HOME_OFFICE', 'LAUNDRY']",-23.567188,-46.68678
4180,APARTMENT,Vila Madalena,3360,721,80,2,-,1,1,57,True,"['FURNISHED', 'POOL', 'GYM', 'ELEVATOR', 'GATED_COMMUNITY']",-23.540833,-46.706647
4181,APARTMENT,Pinheiros,1200000,1200,350,3,1,2,2,110,False,"['BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'PARTY_HALL']",-23.561415,-46.681181
4184,APARTMENT,Vila Madalena,2950,998,160,2,-,2,1,75,False,"['ELEVATOR', 'KITCHEN']",-23.550952,-46.692181
4185,APARTMENT,Vila Pompéia,2780,896,248,3,0,2,1,72,False,"['POOL', 'BARBECUE_GRILL', 'GARAGE', 'ELEVATOR', 'KITCHEN']",-23.529502,-46.680209
4186,APARTMENT,Consolação,3000,933,136,2,1,2,1,93,False,['RECEPTION'],-23.550567,-46.660118
4193,APARTMENT,Pinheiros,5000,2683,837,3,1,3,2,145,False,"['POOL', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR', 'KITCHEN']",-23.553691,-46.693052
4195,APARTMENT,Perdizes,3500,841,115,2,1,2,2,57,False,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'PLAYGROUND', 'PARTY_HALL']",-23.53291,-46.680898
4197,APARTMENT,Perdizes,2350,813,27,2,0,2,1,70,False,"['GARAGE', 'PARTY_HALL']",-23.541018,-46.677473
4198,APARTMENT,Pinheiros,1800,560,0,2,0,1,1,57,False,[],-23.554115,-46.678198
4203,APARTMENT,Santa Cecília,3600,1364,333,3,0,2,1,138,False,"['POOL', 'BARBECUE_GRILL', 'AIR_CONDITIONING', 'ELEVATOR', 'SERVICE_AREA']",-23.537417,-46.656543
4206,APARTMENT,Pinheiros,2900,640,120,2,0,1,1,60,False,"['RECEPTION', 'PAY_PER_USE_SERVICES']",-23.555295,-46.677162
4211,APARTMENT,Perdizes,3400,1100,450,3,1,3,1,120,False,[],-23.532346,-46.681242
4212,APARTMENT,Sumarezinho,3500,999,395,2,2,3,2,75,False,"['BARBECUE_GRILL', 'KITCHEN', 'RECEPTION', 'PAY_PER_USE_SERVICES']",-23.543226,-46.698482
4213,APARTMENT,Vila Anglo Brasileira,3900,1500,300,4,1,3,2,170,False,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'PLAYGROUND', 'PARTY_HALL']",-23.531172,-46.691257
4215,APARTMENT,Sumarezinho,2900,1083,93,2,1,2,1,57,False,"['POOL', 'GYM', 'ELEVATOR', 'KITCHEN', 'SECURITY_24_HOURS']",-23.551562,-46.68964
4217,APARTMENT,Vila Pompéia,2700,880,15444,2,1,2,2,60,False,[],-23.529446,-46.687009
4218,APARTMENT,Perdizes,4000,1935,630,4,1,4,2,140,False,"['POOL', 'BALCONY', 'GOURMET_BALCONY', 'BARBECUE_GRILL', 'GATED_COMMUNITY']",-23.538953,-46.682175
4219,APARTMENT,Vila Pompéia,2990,750,250,3,1,3,2,77,False,"['GOURMET_SPACE', 'ADULT_GAME_ROOM']",-23.528912,-46.685803
4221,APARTMENT,Higienópolis,4490,1473,394,3,1,3,1,123,False,['SERVICE_AREA'],-23.546294,-46.653694
4222,APARTMENT,Pinheiros,4285,1370,345,3,1,1,2,104,True,"['FURNISHED', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT']",-23.57112,-46.696268
4225,APARTMENT,Sumarezinho,4000,730,199,2,1,2,1,68,False,"['POOL', 'BALCONY', 'BARBECUE_GRILL', 'ELEVATOR', 'PLAYGROUND']",-23.548677,-46.689234
4227,APARTMENT,Perdizes,3900,1236,552,3,1,3,2,110,False,"['GYM', 'SERVICE_AREA', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL']",-23.536938,-46.677053
4230,APARTMENT,Vila Madalena,3250,1000,463,3,1,2,2,90,True,"['FURNISHED', 'POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'SERVICE_AREA']",-23.541757,-46.701762
4232,APARTMENT,Perdizes,2900,1174,260,2,2,3,2,68,False,[],-23.531277,-46.682952
4236,APARTMENT,Perdizes,4500,2120,890,2,2,3,3,114,False,"['GOURMET_BALCONY', 'GARAGE', 'ELEVATOR', 'KITCHEN', 'HEATING']",-23.536513,-46.674865
4239,APARTMENT,Perdizes,2000,1850,112,3,1,2,2,10,False,['INTERCOM'],-23.532895,-46.664513
4247,APARTMENT,Pinheiros,3500,750,395,2,0,1,1,120,False,"['KITCHEN', 'SERVICE_AREA']",-23.562506,-46.676073
4248,APARTMENT,Vila Buarque,4600,1013,246,3,1,1,1,132,True,"['FURNISHED', 'GYM', 'GARAGE', 'KITCHEN', 'LAUNDRY']",-23.546534,-46.650719
4254,APARTMENT,Vila Pompéia,2150,750,122,2,0,2,1,56,False,"['POOL', 'ELEVATOR', 'SERVICE_AREA', 'INTERCOM']",-23.528687,-46.685394
4257,APARTMENT,Perdizes,760000,1000,160,3,1,2,1,90,False,"['ELEVATOR', 'GATED_COMMUNITY', 'GARDEN', 'PLAYGROUND']",-23.534422,-46.681645
4259,APARTMENT,Vila Pompéia,2800,1074,188,2,1,2,1,101,False,"['BARBECUE_GRILL', 'KITCHEN', 'PARTY_HALL', 'LAUNDRY']",-23.528262,-46.681693
4261,APARTMENT,Perdizes,4000,1149,141,3,0,1,2,127,False,[],-23.536289,-46.677989
4262,APARTMENT,Pinheiros,2900,1350,190,3,1,3,1,100,False,"['AIR_CONDITIONING', 'ELEVATOR', 'CABLE_TV']",-23.562085,-46.698268
4264,APARTMENT,Vila Pompéia,2500,1100,1000,2,1,2,1,105,False,"['AIR_CONDITIONING', 'KITCHEN', 'PARTY_HALL', 'LAUNDRY']",-23.528262,-46.681693
4265,APARTMENT,Pinheiros,3500,1100,240,2,0,1,1,90,False,"['BALCONY', 'KITCHEN', 'ALARM_SYSTEM', 'COPA']",-23.563374,-46.680701
4269,APARTMENT,Pinheiros,4950,9,124,2,1,2,0,99,False,"['KITCHEN', 'LAUNDRY']",-23.562563,-46.675485
4270,APARTMENT,Pinheiros,4000,1280,265,3,1,2,2,104,False,[],-23.57112,-46.696268
4276,APARTMENT,Liberdade,1600,480,50,2,-,1,1,50,False,"['POOL', 'BALCONY', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR']",-23.555101,-46.628548
4300,APARTMENT,Pinheiros,2300,533,1500,2,0,1,0,86,False,[],-23.56138,-46.687624
4318,APARTMENT,Vila Buarque,2850,850,240,2,1,2,1,50,False,"['KITCHEN_CABINETS', 'INTERCOM']",-23.540967,-46.654335
4320,APARTMENT,Pinheiros,3200,1400,,2,1,1,2,79,False,"['PLAYGROUND', 'PARTY_HALL']",-23.556785,-46.680276
4321,APARTMENT,Vila Pompéia,2500,670,131,2,-,1,1,56,False,"['SECURITY_24_HOURS', 'PLAYGROUND', 'PARTY_HALL']",-23.530064,-46.68643
4324,APARTMENT,Perdizes,4000,680,580,2,1,2,1,70,False,[],-23.540033,-46.680654
4326,APARTMENT,Sumarezinho,3200,1245,185,2,1,3,1,97,False,[],-23.545002,-46.692907
4328,APARTMENT,Perdizes,2500,1290,560,3,1,2,2,82,False,"['POOL', 'BALCONY', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR']",-23.52796,-46.680701
4330,APARTMENT,Perdizes,3700,750,142,3,1,2,2,75,False,"['POOL', 'BARBECUE_GRILL', 'AIR_CONDITIONING', 'ELEVATOR', 'PLAYGROUND']",-23.534954,-46.686727
4331,APARTMENT,Perdizes,4500,1900,500,4,1,3,2,165,False,[],-23.532823,-46.682697
4333,APARTMENT,Perdizes,2800,786,117,2,1,2,2,67,False,"['POOL', 'GYM', 'ELEVATOR', 'GATED_COMMUNITY', 'GOURMET_SPACE']",-23.536428,-46.677501
4334,APARTMENT,Pinheiros,4950,850,106,2,1,2,1,99,False,"['POOL', 'SECURITY_24_HOURS', 'PLAYGROUND', 'PARTY_HALL']",-23.562563,-46.675485
4338,APARTMENT,Perdizes,2350,1406,302,3,0,1,1,176,False,"['ELEVATOR', 'INTERCOM']",-23.539413,-46.66948
4339,APARTMENT,Perdizes,4000,2500,990,3,1,3,2,180,False,[],-23.532139,-46.667484
4347,APARTMENT,Vila Madalena,2700,779,105,2,0,2,2,70,False,[],-23.551925,-46.69846
4350,APARTMENT,Perdizes,1900,1280,245,3,0,2,1,110,False,"['ELEVATOR', 'KITCHEN', 'SERVICE_AREA']",-23.534441,-46.665779
4352,APARTMENT,Perdizes,3200,1175,260,2,2,3,2,70,False,"['POOL', 'GYM', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.532724,-46.684407
4353,APARTMENT,Higienópolis,1430000,2100,492,3,1,4,2,143,False,"['ELEVATOR', 'GARDEN', 'PETS_ALLOWED']",-23.546138,-46.656315
4354,APARTMENT,Sumarezinho,4920,1044,83,2,1,2,1,100,False,"['ELEVATOR', 'PLAYGROUND', 'PARTY_HALL', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.546238,-46.693118
4355,APARTMENT,Cerqueira César,4100,1184,145,3,1,3,1,116,False,"['ELEVATOR', 'KITCHEN', 'GATED_COMMUNITY', 'SERVICE_AREA', 'SECURITY_24_HOURS']",-23.562737,-46.677097
4356,APARTMENT,Pinheiros,3200,1150,75,2,0,2,1,76,True,"['FURNISHED', 'ELEVATOR', 'SERVICE_AREA', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.561883,-46.676693
4363,APARTMENT,Vila Madalena,3500,1364,167,3,0,1,1,66,False,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'PARTY_HALL', 'BUILTIN_WARDROBE']",-23.553974,-46.696113
4364,APARTMENT,Santa Cecília,2900,1750,350,4,1,3,2,118,False,['PAY_PER_USE_SERVICES'],-23.536105,-46.656959
4365,APARTMENT,Higienópolis,3200,1500,400,3,1,3,0,145,False,"['ELEVATOR', 'SERVICE_AREA', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.54596,-46.657791
4366,APARTMENT,Perdizes,2323,550,,2,0,1,1,89,False,"['ELEVATOR', 'SERVICE_AREA', 'PARTY_HALL', 'KITCHEN_CABINETS']",-23.540051,-46.676412
4368,APARTMENT,Vila Anglo Brasileira,2200,1040,235,3,0,2,1,95,False,"['POOL', 'GARAGE', 'KITCHEN', 'PLAYGROUND']",-23.529118,-46.69093
4370,APARTMENT,Perdizes,3300,1062,174,2,1,2,2,76,False,[],-23.534292,-46.683758
4372,APARTMENT,Pinheiros,3950,909,247,2,1,2,2,76,False,"['POOL', 'ELEVATOR', 'KITCHEN', 'SERVICE_AREA', 'INTERCOM']",-23.56042,-46.688519
4373,APARTMENT,Pinheiros,3300,1050,34,2,0,2,0,90,False,"['ELEVATOR', 'INTERCOM']",-23.563374,-46.680701
4374,APARTMENT,Perdizes,5000,2400,615,4,1,3,1,220,False,[],-23.536513,-46.674865
4375,APARTMENT,Perdizes,3600,1290,560,3,1,3,2,82,False,"['POOL', 'BALCONY', 'GYM', 'BARBECUE_GRILL', 'AIR_CONDITIONING']",-23.52796,-46.680701
4379,APARTMENT,Pinheiros,4800,1092,235,3,1,2,1,130,False,"['ELEVATOR', 'PLAYGROUND', 'PARTY_HALL', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.56386,-46.682335
4380,APARTMENT,Pinheiros,3800,1193,117,3,1,2,1,113,False,"['ELEVATOR', 'SERVICE_AREA', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS', 'LAUNDRY']",-23.562085,-46.685472
4381,APARTMENT,Pinheiros,3400,802,267,2,0,2,1,110,False,"['ELEVATOR', 'SERVICE_AREA', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.564162,-46.680261
4382,APARTMENT,Vila Pompéia,4000,1050,450,3,1,4,2,105,False,"['BALCONY', 'SERVICE_AREA', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL']",-23.530042,-46.687466
4383,APARTMENT,Higienópolis,5000,1870,5850,2,1,3,1,127,False,"['POOL', 'ELEVATOR', 'GATED_COMMUNITY', 'PLAYGROUND', 'PARTY_HALL']",-23.543153,-46.65692
4384,APARTMENT,Pinheiros,3100,760,200,2,0,2,1,61,False,"['KITCHEN', 'SERVICE_AREA', 'LAUNDRY']",-23.556747,-46.677394
4385,APARTMENT,Pinheiros,3750,1090,159,3,1,3,1,117,False,"['PARTY_HALL', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.56353,-46.685072
4386,APARTMENT,Perdizes,3200,800,160,2,1,2,1,63,False,"['POOL', 'BALCONY', 'GYM', 'AIR_CONDITIONING', 'ELEVATOR']",-23.536428,-46.677501
4395,APARTMENT,Vila Pompéia,1900,1108,163,2,0,1,1,85,False,"['ELEVATOR', 'PLAYGROUND', 'PARTY_HALL', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.532928,-46.690701
4396,APARTMENT,Pinheiros,3000,1332,281,2,0,1,1,68,False,"['POOL', 'ELEVATOR', 'SERVICE_AREA', 'PARTY_HALL', 'BUILTIN_WARDROBE']",-23.564143,-46.681418
4397,APARTMENT,Pinheiros,3500,1080,90,2,0,2,1,79,True,"['FURNISHED', 'ELEVATOR', 'SERVICE_AREA', 'PARTY_HALL', 'BUILTIN_WARDROBE']",-23.558404,-46.676776
4399,APARTMENT,Santa Cecília,3500,1370,399,2,1,2,1,85,False,[],-23.534561,-46.659955
4400,APARTMENT,Perdizes,3450,1070,391,2,1,2,2,112,False,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'SERVICE_AREA', 'PLAYGROUND']",-23.531373,-46.684195
4401,APARTMENT,Perdizes,3500,930,104,3,1,3,1,116,False,[],-23.536938,-46.677053
4402,APARTMENT,Perdizes,2600,1000,68,3,1,3,2,100,False,"['GATED_COMMUNITY', 'SERVICE_AREA']",-23.538184,-46.680699
4403,APARTMENT,Perdizes,2990,1350,334,2,1,2,1,100,False,"['SERVICE_AREA', 'PLAYGROUND']",-23.534733,-46.668748
4407,APARTMENT,Vila Pompéia,2500,1080,100,2,1,2,1,100,False,"['ELEVATOR', 'KITCHEN', 'INTERCOM']",-23.528262,-46.681693
4410,APARTMENT,Santa Cecília,1100000,1600,125,3,0,3,1,140,False,"['ELEVATOR', 'GARDEN']",-23.536077,-46.65836
4412,APARTMENT,Pinheiros,3050,603,222,2,0,1,1,48,True,"['FURNISHED', 'POOL', 'ELEVATOR', 'PLAYGROUND', 'PARTY_HALL']",-23.554744,-46.677041
4413,APARTMENT,Pinheiros,3980,596,92,2,0,1,1,65,False,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'PLAYGROUND', 'PARTY_HALL']",-23.557715,-46.676508
4414,APARTMENT,Cerqueira César,2800,1145,316,3,0,3,1,87,False,"['BARBECUE_GRILL', 'ELEVATOR', 'SERVICE_AREA', 'PARTY_HALL', 'BUILTIN_WARDROBE']",-23.553529,-46.681531
4415,APARTMENT,Perdizes,4500,2600,865,4,2,3,3,184,False,"['AIR_CONDITIONING', 'DEPOSIT', 'RECEPTION']",-23.536513,-46.674865
4417,APARTMENT,Vila Pompéia,2900,850,250,2,1,1,2,72,False,"['ELEVATOR', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.529376,-46.686776
4418,APARTMENT,Pacaembu,4000,1600,334,3,1,2,2,120,False,"['ELEVATOR', 'SERVICE_AREA', 'PARTY_HALL', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.532937,-46.662783
4419,APARTMENT,Perdizes,2350,2125,365,3,1,4,2,137,False,"['ELEVATOR', 'SERVICE_AREA', 'PARTY_HALL', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.53132,-46.66779
